__time,/effort_control_sim/data.0,/effort_control_sim/layout/data_offset,/joint_states_sim/header/stamp,/joint_states_sim/joint0/position,/joint_states_sim/joint0/velocity,/joint_states_sim/joint1/position,/joint_states_sim/joint1/velocity
1707430394.375814,,,55.852000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.378125,,,55.854000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.380391,,,55.856000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.382681,,,55.858000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.384337,,,55.860000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.386635,,,55.862000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.388883,,,55.864000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.390588,,,55.866000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.392833,,,55.868000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.395139,,,55.870000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.397398,,,55.872000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.399632,,,55.874000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.401419,,,55.876000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.403605,,,55.878000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.405876,,,55.880000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.408133,,,55.882000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.409820,,,55.884000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.412078,,,55.886000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.414356,,,55.888000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.416606,,,55.890000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.418864,,,55.892000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.420566,,,55.894000000,0.000000000,-0.000000000,-0.000000000,0.000000000
1707430394.422824,,,55.896000000,0.000000000,-0.000000000,-0.000000000,0.000000000
