__time,/effort_control/data.0,/effort_control/layout/data_offset,/joint_states/header/stamp,/joint_states/joint0/effort,/joint_states/joint0/position,/joint_states/joint0/velocity,/joint_states/joint1/effort,/joint_states/joint1/position,/joint_states/joint1/velocity
1707744783.065725,,,1707744783.065283775,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.068057,,,1707744783.067686319,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.069819,,,1707744783.069399118,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.071562,,,1707744783.071283579,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.073871,,,1707744783.073285341,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.075627,,,1707744783.075325012,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.077930,,,1707744783.077264786,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.079662,,,1707744783.079278946,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.081929,,,1707744783.081327200,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.083681,,,1707744783.083284855,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.085423,,,1707744783.085276842,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.087723,,,1707744783.087252617,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.089467,,,1707744783.089368105,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.091831,,,1707744783.091368675,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.093586,,,1707744783.093368769,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.095890,,,1707744783.095279694,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.097618,,,1707744783.097248793,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.099925,,,1707744783.099283218,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.101666,,,1707744783.101261139,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.103975,,,1707744783.103368759,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.105722,,,1707744783.105290890,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.107465,,,1707744783.107278109,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.109804,,,1707744783.109398127,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.111541,,,1707744783.111293793,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.113839,,,1707744783.113268852,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.115541,,,1707744783.115396976,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.117845,,,1707744783.117321253,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.119594,,,1707744783.119271278,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.121909,,,1707744783.121424198,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.123693,,,1707744783.123272181,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.125424,,,1707744783.125303268,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.127712,,,1707744783.127261877,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.129460,,,1707744783.129296064,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.131731,,,1707744783.131396055,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.133474,,,1707744783.133271933,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.135823,,,1707744783.135400534,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.138098,,,1707744783.137750864,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.139838,,,1707744783.139394283,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.141582,,,1707744783.141256094,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.143963,,,1707744783.143283606,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.145768,,,1707744783.145393610,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.147616,,,1707744783.147259712,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.149473,,,1707744783.149267197,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.151786,,,1707744783.151333332,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.153592,,,1707744783.153293133,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.156028,,,1707744783.155552626,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.157749,,,1707744783.157259226,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.160061,,,1707744783.159508944,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.161813,,,1707744783.161268950,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.163566,,,1707744783.163396120,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.165873,,,1707744783.165258646,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.168154,,,1707744783.168000460,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.169885,,,1707744783.169792891,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.171665,,,1707744783.171508789,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.173437,,,1707744783.173273802,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.175753,,,1707744783.175293446,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.178084,,,1707744783.177398682,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.179788,,,1707744783.179268599,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.181525,,,1707744783.181282282,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
1707744783.183808,,,1707744783.183407068,0.000000000,79.308310754,0.000000000,0.000000000,-18.867232653,0.000000000
