__time,/joint_states/header/stamp,/joint_states/joint0/effort,/joint_states/joint0/position,/joint_states/joint0/velocity,/joint_states/joint1/effort,/joint_states/joint1/position,/joint_states/joint1/velocity
1686597919.021977,1686597919.021638632,0.000000000,0.235645814,0.000000000,0.000000000,-5.070333810,9.012138627
1686597919.024264,1686597919.023620605,0.000000000,0.235645814,0.000000000,0.000000000,-5.053388116,9.108012426
1686597919.026010,1686597919.025661707,0.000000000,0.235645814,0.000000000,0.000000000,-5.034776615,8.820391028
1686597919.027678,1686597919.027539492,0.000000000,0.235645814,0.000000000,0.000000000,-5.018585927,8.724517229
1686597919.030077,1686597919.029666185,0.000000000,0.235645814,0.000000000,0.000000000,-5.002227460,7.957526835
1686597919.032426,1686597919.032252550,0.000000000,0.235645814,0.000000000,0.000000000,-4.983963501,8.436895831
1686597919.034620,1686597919.033897638,0.000000000,0.235645814,0.000000000,0.000000000,-4.967473207,8.053400634
1686597919.036601,1686597919.036362410,0.000000000,0.235645814,0.000000000,0.000000000,-4.949377028,7.861653036
1686597919.038426,1686597919.038039207,0.000000000,0.235645814,0.000000000,0.000000000,-4.935870806,7.765779237
1686597919.042624,1686597919.042114496,0.000000000,0.235645814,0.000000000,0.000000000,-4.905610639,7.669905437
1686597919.044723,1686597919.044191837,0.000000000,0.235645814,0.000000000,0.000000000,-4.890929963,7.190536441
1686597919.046666,1686597919.045915365,0.000000000,0.235645814,0.000000000,0.000000000,-4.877915095,7.286410240
1686597919.049320,1686597919.049140453,0.000000000,0.235645814,0.000000000,0.000000000,-4.859291609,6.902915044
1686597919.052653,1686597919.052356958,0.000000000,0.235645814,0.000000000,0.000000000,-4.836365787,6.519419847
1686597919.057860,1686597919.056956291,0.000000000,0.235645814,0.000000000,0.000000000,-4.810515814,6.231798449
1686597919.059920,1686597919.059772730,0.000000000,0.235645814,0.000000000,0.000000000,-4.790753827,6.040050850
1686597919.061743,1686597919.061528683,0.000000000,0.235645814,0.000000000,0.000000000,-4.780627157,5.752429453
1686597919.064558,1686597919.063737869,0.000000000,0.235645814,0.000000000,0.000000000,-4.769062380,5.560681854
1686597919.066757,1686597919.065791607,0.000000000,0.235645814,0.000000000,0.000000000,-4.757941019,5.368934256
1686597919.069030,1686597919.068474531,0.000000000,0.235645814,0.000000000,0.000000000,-4.744386861,5.177186657
1686597919.071174,1686597919.070667028,0.000000000,0.235645814,0.000000000,0.000000000,-4.733241532,5.081312858
1686597919.073746,1686597919.073484182,0.000000000,0.235645814,0.000000000,0.000000000,-4.720130790,4.889565259
1686597919.076317,1686597919.075908422,0.000000000,0.235645814,0.000000000,0.000000000,-4.709380940,4.601943862
1686597919.077969,1686597919.077791691,0.000000000,0.235645814,0.000000000,0.000000000,-4.701003967,4.314322464
1686597919.080245,1686597919.079775810,0.000000000,0.235645814,0.000000000,0.000000000,-4.693561763,4.218448665
1686597919.082954,1686597919.082549810,0.000000000,0.235645814,0.000000000,0.000000000,-4.682188734,4.122574865
1686597919.085409,1686597919.084849834,0.000000000,0.235645814,0.000000000,0.000000000,-4.673392313,3.739079668
1686597919.087220,1686597919.087031364,0.000000000,0.235645814,0.000000000,0.000000000,-4.665974077,3.643205869
1686597919.089675,1686597919.089275122,0.000000000,0.235645814,0.000000000,0.000000000,-4.658759574,3.259710672
1686597919.092522,1686597919.092110395,0.000000000,0.235645814,0.000000000,0.000000000,-4.649855295,3.163836873
1686597919.094218,1686597919.094038963,0.000000000,0.235645814,0.000000000,0.000000000,-4.644462394,2.972089275
1686597919.096480,1686597919.096060991,0.000000000,0.235645814,0.000000000,0.000000000,-4.638913697,2.972089275
1686597919.098182,1686597919.097979307,0.000000000,0.235645814,0.000000000,0.000000000,-4.634587392,2.492720278
1686597919.100378,1686597919.099770069,0.000000000,0.235645814,0.000000000,0.000000000,-4.630165213,2.396846479
1686597919.102072,1686597919.101690531,0.000000000,0.235645814,0.000000000,0.000000000,-4.625862877,2.396846479
1686597919.104425,1686597919.104011297,0.000000000,0.235645814,0.000000000,0.000000000,-4.621260934,2.109225081
1686597919.106115,1686597919.105675459,0.000000000,0.235645814,0.000000000,0.000000000,-4.618145036,1.917477483
1686597919.108632,1686597919.107996941,0.000000000,0.235645814,0.000000000,0.000000000,-4.615424617,1.725729884
1686597919.110302,1686597919.109700441,0.000000000,0.235645814,0.000000000,0.000000000,-4.612009113,1.725729884
1686597919.111986,1686597919.111604452,0.000000000,0.235645814,0.000000000,0.000000000,-4.609444488,1.438108487
1686597919.113671,1686597919.113407850,0.000000000,0.235645814,0.000000000,0.000000000,-4.607383202,1.246360888
1686597919.115915,1686597919.115239382,0.000000000,0.235645814,0.000000000,0.000000000,-4.605705410,1.150487089
1686597919.117603,1686597919.117275953,0.000000000,0.235645814,0.000000000,0.000000000,-4.603680076,1.054613290
1686597919.119303,1686597919.118916035,0.000000000,0.235645814,0.000000000,0.000000000,-4.602889117,0.766991892
1686597919.120970,1686597919.120753765,0.000000000,0.235645814,0.000000000,0.000000000,-4.601858474,0.575244293
1686597919.122650,1686597919.122466564,0.000000000,0.235645814,0.000000000,0.000000000,-4.601295216,0.479370494
1686597919.124332,1686597919.124153614,0.000000000,0.235645814,0.000000000,0.000000000,-4.600492272,0.383496695
1686597919.126580,1686597919.125987530,0.000000000,0.235645814,0.000000000,0.000000000,-4.600432351,0.191749097
1686597919.128265,1686597919.127763510,0.000000000,0.235645814,0.000000000,0.000000000,-4.600108777,0.191749097
1686597919.129946,1686597919.129519939,0.000000000,0.235645814,0.000000000,0.000000000,-4.599773219,0.191749097
1686597919.131623,1686597919.131401300,0.000000000,0.235645814,0.000000000,0.000000000,-4.599905045,0.095875291
1686597919.133302,1686597919.133143663,0.000000000,0.235645814,0.000000000,0.000000000,-4.601391089,-0.479369043
1686597919.135546,1686597919.134992123,0.000000000,0.235645814,0.000000000,0.000000000,-4.602697370,-0.575242842
1686597919.137218,1686597919.136782408,0.000000000,0.235645814,0.000000000,0.000000000,-4.604363177,-0.862864287
1686597919.138900,1686597919.138406992,0.000000000,0.235645814,0.000000000,0.000000000,-4.606160811,-0.958738086
1686597919.140586,1686597919.140139341,0.000000000,0.235645814,0.000000000,0.000000000,-4.608365908,-1.150485685
1686597919.142267,1686597919.141972542,0.000000000,0.235645814,0.000000000,0.000000000,-4.610582990,-1.150485685
1686597919.143952,1686597919.143737316,0.000000000,0.235645814,0.000000000,0.000000000,-4.613327377,-1.438107082
1686597919.146186,1686597919.145662546,0.000000000,0.235645814,0.000000000,0.000000000,-4.616503197,-1.438107082
1686597919.147873,1686597919.147434711,0.000000000,0.235645814,0.000000000,0.000000000,-4.619750922,-1.629854774
1686597919.149575,1686597919.149400949,0.000000000,0.235645814,0.000000000,0.000000000,-4.623573890,-1.821602373
1686597919.151787,1686597919.151242256,0.000000000,0.235645814,0.000000000,0.000000000,-4.627636542,-2.013349971
1686597919.153468,1686597919.153066635,0.000000000,0.235645814,0.000000000,0.000000000,-4.631878957,-2.205097570
1686597919.155153,1686597919.154907703,0.000000000,0.235645814,0.000000000,0.000000000,-4.636468916,-2.396845168
1686597919.157389,1686597919.156762600,0.000000000,0.235645814,0.000000000,0.000000000,-4.641741975,-2.588592767
1686597919.159043,1686597919.158729792,0.000000000,0.235645814,0.000000000,0.000000000,-4.647362576,-2.972087964
1686597919.160747,1686597919.160407543,0.000000000,0.235645814,0.000000000,0.000000000,-4.652096345,-2.684466566
1686597919.162441,1686597919.162151098,0.000000000,0.235645814,0.000000000,0.000000000,-4.657692978,-2.972087964
1686597919.164147,1686597919.163979769,0.000000000,0.235645814,0.000000000,0.000000000,-4.663589217,-3.259709549
1686597919.166380,1686597919.165862560,0.000000000,0.235645814,0.000000000,0.000000000,-4.670540067,-3.451457147
1686597919.168061,1686597919.167775393,0.000000000,0.235645814,0.000000000,0.000000000,-4.677095438,-3.547330946
1686597919.169739,1686597919.169480085,0.000000000,0.235645814,0.000000000,0.000000000,-4.684022320,-3.834952344
1686597919.171416,1686597919.171266317,0.000000000,0.235645814,0.000000000,0.000000000,-4.690949202,-3.739078545
1686597919.173651,1686597919.173161268,0.000000000,0.235645814,0.000000000,0.000000000,-4.698822838,-4.218447541
1686597919.175375,1686597919.174771070,0.000000000,0.235645814,0.000000000,0.000000000,-4.705965436,-4.218447541
1686597919.177013,1686597919.176722765,0.000000000,0.235645814,0.000000000,0.000000000,-4.714630030,-4.410195140
1686597919.178699,1686597919.178470850,0.000000000,0.235645814,0.000000000,0.000000000,-4.722299934,-4.314321340
1686597919.180380,1686597919.180240870,0.000000000,0.235645814,0.000000000,0.000000000,-4.730724844,-4.793690337
1686597919.182616,1686597919.181987762,0.000000000,0.235645814,0.000000000,0.000000000,-4.739089833,-4.697816537
1686597919.184298,1686597919.183716059,0.000000000,0.235645814,0.000000000,0.000000000,-4.748209829,-4.889564136
1686597919.185965,1686597919.185483456,0.000000000,0.235645814,0.000000000,0.000000000,-4.756802518,-4.889564136
1686597919.187660,1686597919.187277317,0.000000000,0.235645814,0.000000000,0.000000000,-4.766821330,-5.464806931
1686597919.189339,1686597919.188931942,0.000000000,0.235645814,0.000000000,0.000000000,-4.775929341,-5.368933132
1686597919.191062,1686597919.190663338,0.000000000,0.235645814,0.000000000,0.000000000,-4.786643238,-5.752428329
1686597919.192707,1686597919.192480326,0.000000000,0.235645814,0.000000000,0.000000000,-4.796098791,-5.560680731
1686597919.194390,1686597919.194240570,0.000000000,0.235645814,0.000000000,0.000000000,-4.806153556,-5.656554530
1686597919.196075,1686597919.195901632,0.000000000,0.235645814,0.000000000,0.000000000,-4.816579832,-5.848302128
1686597919.198306,1686597919.197701216,0.000000000,0.235645814,0.000000000,0.000000000,-4.827042060,-5.848302128
1686597919.199982,1686597919.199729681,0.000000000,0.235645814,0.000000000,0.000000000,-4.840164786,-6.231797325
1686597919.201665,1686597919.201408386,0.000000000,0.235645814,0.000000000,0.000000000,-4.851358052,-6.423545298
1686597919.203363,1686597919.203138828,0.000000000,0.235645814,0.000000000,0.000000000,-4.862551318,-6.519419098
1686597919.205589,1686597919.204998255,0.000000000,0.235645814,0.000000000,0.000000000,-4.875578171,-6.998788094
1686597919.207268,1686597919.206775904,0.000000000,0.235645814,0.000000000,0.000000000,-4.889000503,-6.998788094
1686597919.208956,1686597919.208772421,0.000000000,0.235645814,0.000000000,0.000000000,-4.901907513,-6.998788094
1686597919.211221,1686597919.210541248,0.000000000,0.235645814,0.000000000,0.000000000,-4.914562855,-7.094661893
1686597919.212420,1686597919.212241173,0.000000000,0.235645814,0.000000000,0.000000000,-4.927733518,-7.478157090
1686597919.214658,1686597919.213913202,0.000000000,0.235645814,0.000000000,0.000000000,-4.941095928,-7.478157090
1686597919.217583,1686597919.216979265,0.000000000,0.235645814,0.000000000,0.000000000,-4.964189530,-7.765778488
1686597919.219431,1686597919.218722105,0.000000000,0.235645814,0.000000000,0.000000000,-4.978810284,-7.957526086
1686597919.221175,1686597919.220596313,0.000000000,0.235645814,0.000000000,0.000000000,-4.994078187,-8.149273685
1686597919.222972,1686597919.222818851,0.000000000,0.235645814,0.000000000,0.000000000,-5.008507194,-8.149273685
1686597919.225640,1686597919.225027323,0.000000000,0.235645814,0.000000000,0.000000000,-5.030486262,-8.341021283
1686597919.227811,1686597919.227270365,0.000000000,0.235645814,0.000000000,0.000000000,-5.050643728,-8.436895082
1686597919.229663,1686597919.229029179,0.000000000,0.235645814,0.000000000,0.000000000,-5.066450921,-8.724516480
1686597919.231894,1686597919.231009245,0.000000000,0.235645814,0.000000000,0.000000000,-5.082881293,-8.820390279
1686597919.233745,1686597919.233410597,0.000000000,0.235645814,0.000000000,0.000000000,-5.105591400,-9.012137878
1686597919.235573,1686597919.235346079,0.000000000,0.235645814,0.000000000,0.000000000,-5.123004478,-9.108011677
1686597919.237402,1686597919.237146854,0.000000000,0.235645814,0.000000000,0.000000000,-5.139338977,-9.203885476
