__time,/effort_control/data.0,/joint_states/header/stamp,/joint_states/joint0/position,/joint_states/joint0/velocity,/joint_states/joint1/position,/joint_states/joint1/velocity
1699809383.6987,,,,,,
1699809383.70054,,,,,,
1699809383.70076,,1699809383.70012,24.207565058,0,-6.28413281,0
1699809383.70232,,,,,,
1699809383.7026,,1699809383.70212,24.207565058,0,-6.28413281,0
1699809383.70441,,1699809383.7041,24.207565058,0,-6.28413281,0
1699809383.70475,,,,,,
1699809383.70658,,,,,,
1699809383.70685,,1699809383.70611,24.207565058,0,-6.28413281,0
1699809383.70841,,,,,,
1699809383.70868,,1699809383.70811,24.207565058,0,-6.28413281,0
1699809383.71026,,,,,,
1699809383.71038,,1699809383.71011,24.207565058,0,-6.28413281,0
1699809383.71269,,,,,,
1699809383.71271,,1699809383.71209,24.207565058,0,-6.28413281,0
1699809383.71451,,,,,,
1699809383.71453,,1699809383.7141,24.207565058,0,-6.28413281,0
1699809383.71627,,,,,,
1699809383.71638,,1699809383.71609,24.207565058,0,-6.28413281,0
1699809383.71861,,,,,,
1699809383.71877,,1699809383.71811,24.207565058,0,-6.28413281,0
1699809383.72046,,,,,,
1699809383.72058,,1699809383.7201,24.207565058,0,-6.28413281,0
1699809383.72233,,,,,,
1699809383.72235,,1699809383.7221,24.207565058,0,-6.28413281,0
1699809383.72477,,,,,,
1699809383.7248,,1699809383.72411,24.207565058,0,-6.28413281,0
1699809383.72661,,,,,,
1699809383.72664,,1699809383.72611,24.207565058,0,-6.28413281,0
1699809383.72682,,,,,,
1699809383.72836,,1699809383.72811,24.207565058,0,-6.28413281,0
1699809383.7284,,,,,,
1699809383.73032,,,,,,
1699809383.73079,,1699809383.73011,24.207565058,0,-6.28413281,0
1699809383.73262,,1699809383.73211,24.207565058,0,-6.28413281,0
1699809383.73266,,,,,,
1699809383.73442,,1699809383.73409,24.207565058,0,-6.28413281,0
1699809383.73445,,,,,,
1699809383.73625,,1699809383.73611,24.207565058,0,-6.28413281,0
1699809383.73628,,,,,,
1699809383.73868,,1699809383.73811,24.207565058,0,-6.28413281,0
1699809383.73871,,,,,,
1699809383.74051,,1699809383.74011,24.207565058,0,-6.28413281,0
1699809383.74054,,,,,,
1699809383.74228,,1699809383.74211,24.207565058,0,-6.28413281,0
1699809383.74231,,,,,,
1699809383.74465,,1699809383.7441,24.207565058,0,-6.28413281,0
1699809383.74468,,,,,,
1699809383.7464,,,,,,
1699809383.74673,,1699809383.74611,24.207565058,0,-6.28413281,0
1699809383.74824,,,,,,
1699809383.74856,,1699809383.7481,24.207565058,0,-6.28413281,0
1699809383.7503,,1699809383.75011,24.207565058,0,-6.28413281,0
1699809383.75067,,,,,,
1699809383.75253,,,,,,
1699809383.75272,,1699809383.7521,24.207565058,0,-6.28413281,0
1699809383.75432,,,,,,
1699809383.75453,,1699809383.75411,24.207565058,0,-6.28413281,0
1699809383.75636,,1699809383.75609,24.207565058,0,-6.28413281,0
1699809383.75678,,,,,,
1699809383.75862,,,,,,
1699809383.75876,,1699809383.75811,24.207565058,0,-6.28413281,0
1699809383.76045,,,,,,
1699809383.76058,,1699809383.76009,24.207565058,0,-6.28413281,0
1699809383.76233,,,,,,
1699809383.76235,,1699809383.76211,24.207565058,0,-6.28413281,0
1699809383.76476,,,,,,
1699809383.76478,,1699809383.76409,24.207565058,0,-6.28413281,0
1699809383.76656,,,,,,
1699809383.76658,,1699809383.76611,24.207565058,0,-6.28413281,0
1699809383.76846,,,,,,
1699809383.76848,,1699809383.76809,24.207565058,0,-6.28413281,0
1699809383.77034,,,,,,
1699809383.77035,,1699809383.7701,24.207565058,0,-6.28413281,0
1699809383.7725,,,,,,
1699809383.77281,,1699809383.77209,24.207565058,0,-6.28413281,0
1699809383.7743,,,,,,
1699809383.77462,,1699809383.77411,24.207565058,0,-6.28413281,0
1699809383.77646,,1699809383.77609,24.207565058,0,-6.28413281,0
1699809383.77665,,,,,,
1699809383.77844,,,,,,
1699809383.77886,,1699809383.77811,24.207565058,0,-6.28413281,0
1699809383.7789,,,,,,
1699809383.78022,,,,,,
1699809383.78066,,1699809383.78011,24.207565058,0,-6.28413281,0
1699809383.78248,,1699809383.78211,24.207565058,0,-6.28413281,0
1699809383.78251,,,,,,
1699809383.78429,,1699809383.78409,24.207565058,0,-6.28413281,0
1699809383.78432,,,,,,
1699809383.78671,,,,,,
1699809383.78673,,1699809383.78611,24.207565058,0,-6.28413281,0
1699809383.78856,,,,,,
1699809383.78858,,1699809383.78811,24.207565058,0,-6.28413281,0
1699809383.79036,,,,,,
1699809383.79038,,1699809383.79011,24.207565058,0,-6.28413281,0
1699809383.79224,,,,,,
1699809383.79277,,1699809383.79211,24.207565058,0,-6.28413281,0
1699809383.79458,,,,,,
1699809383.7946,,1699809383.79409,24.207565058,0,-6.28413281,0
1699809383.79639,,,,,,
1699809383.79641,,1699809383.79609,24.207565058,0,-6.28413281,0
1699809383.7983,,,,,,
1699809383.79882,,1699809383.7981,24.207565058,0,-6.28413281,0
1699809383.80064,,1699809383.8001,24.207565058,0,-6.28413281,0
1699809383.80067,,,,,,
1699809383.80243,,1699809383.8021,24.207565058,0,-6.28413281,0
1699809383.80245,,,,,,
1699809383.80427,,1699809383.8041,24.207565058,0,-6.28413281,0
1699809383.80429,,,,,,
1699809383.80669,,1699809383.80611,24.207565058,0,-6.28413281,0
1699809383.80672,,,,,,
1699809383.8085,,1699809383.80811,24.207565058,0,-6.28413281,0
1699809383.80853,,,,,,
1699809383.81028,,1699809383.81011,24.207565058,0,-6.28413281,0
1699809383.81031,,,,,,
1699809383.81271,,1699809383.81211,24.207565058,0,-6.28413281,0
1699809383.81274,,,,,,
1699809383.8145,,1699809383.81411,24.207565058,0,-6.28413281,0
1699809383.81454,,,,,,
1699809383.81635,,1699809383.81611,24.207565058,0,-6.28413281,0
1699809383.8164,,,,,,
1699809383.81828,,,,,,
1699809383.81877,,1699809383.81811,24.207565058,0,-6.28413281,0
1699809383.82057,,1699809383.82011,24.207565058,0,-6.28413281,0
1699809383.82074,,,,,,
1699809383.82241,,1699809383.82211,24.207565058,0,-6.28413281,0
1699809383.82251,,,,,,
1699809383.8244,,,,,,
1699809383.82476,,1699809383.82411,24.207565058,0,-6.28413281,0
1699809383.82655,,1699809383.82611,24.207565058,0,-6.28413281,0
1699809383.82674,,,,,,
1699809383.82839,,1699809383.82811,24.207565058,0,-6.28413281,0
1699809383.82852,,,,,,
1699809383.83031,,,,,,
1699809383.83081,,1699809383.83011,24.207565058,0,-6.28413281,0
1699809383.83098,,,,,,
1699809383.83263,,1699809383.83211,24.207565058,0,-6.28413281,0
1699809383.83266,,,,,,
1699809383.8344,,,,,,
1699809383.83474,,1699809383.83411,24.207565058,0,-6.28413281,0
1699809383.83657,,1699809383.83619,24.207565058,0,-6.28413281,0
1699809383.83677,,,,,,
1699809383.83834,,1699809383.83811,24.207565058,0,-6.28413281,0
1699809383.83851,,,,,,
1699809383.84034,,,,,,
1699809383.84075,,1699809383.8401,24.207565058,0,-6.28413281,0
1699809383.84255,,1699809383.84211,24.207565058,0,-6.28413281,0
1699809383.84267,,,,,,
1699809383.84441,,1699809383.84411,24.207565058,0,-6.28413281,0
1699809383.84448,,,,,,
1699809383.84631,,,,,,
1699809383.84678,,1699809383.84611,24.207565058,0,-6.28413281,0
1699809383.84861,,1699809383.84811,24.207565058,0,-6.28413281,0
1699809383.84864,,,,,,
1699809383.85037,,1699809383.85011,24.207565058,0,-6.28413281,0
1699809383.8504,,,,,,
1699809383.85269,,,,,,
1699809383.85282,,1699809383.85211,24.207565058,0,-6.28413281,0
1699809383.8545,,,,,,
1699809383.85456,,1699809383.85411,24.207565058,0,-6.28413281,0
1699809383.85625,,1699809383.85611,24.207565058,0,-6.28413281,0
1699809383.85628,,,,,,
1699809383.85859,,1699809383.85811,24.207565058,0,-6.28413281,0
1699809383.85872,,,,,,
1699809383.86042,,1699809383.8601,24.207565058,0,-6.28413281,0
1699809383.86053,,,,,,
1699809383.86232,,,,,,
1699809383.86284,,1699809383.86211,24.207565058,0,-6.28413281,0
1699809383.86467,,1699809383.86411,24.207565058,0,-6.28413281,0
1699809383.86472,,,,,,
1699809383.86647,,1699809383.86611,24.207565058,0,-6.28413281,0
1699809383.86657,,,,,,
1699809383.86831,,1699809383.86817,24.207565058,0,-6.28413281,0
1699809383.86837,,,,,,
1699809383.87028,,,,,,
1699809383.87076,,1699809383.87011,24.207565058,0,-6.28413281,0
1699809383.87256,,1699809383.8721,24.207565058,0,-6.28413281,0
1699809383.87259,,,,,,
1699809383.87435,,1699809383.8741,24.207565058,0,-6.28413281,0
1699809383.87438,,,,,,
1699809383.87672,,1699809383.87617,24.207565058,0,-6.28413281,0
1699809383.87677,,,,,,
1699809383.87843,,1699809383.8781,24.207565058,0,-6.28413281,0
1699809383.8786,,,,,,
1699809383.88043,,,,,,
1699809383.88085,,1699809383.88016,24.207565058,0,-6.28413281,0
1699809383.88107,,,,,,
1699809383.88224,,,,,,
1699809383.88265,,1699809383.8821,24.207565058,0,-6.28413281,0
1699809383.88448,,1699809383.8841,24.207565058,0,-6.28413281,0
1699809383.88467,,,,,,
1699809383.88634,,1699809383.8861,24.207565058,0,-6.28413281,0
1699809383.8865,,,,,,
1699809383.88833,,,,,,
1699809383.88873,,1699809383.88819,24.207565058,0,-6.28413281,0
1699809383.89039,,1699809383.89011,24.207565058,0,-6.28413281,0
1699809383.8907,,,,,,
1699809383.89244,,,,,,
1699809383.89272,,1699809383.89211,24.207565058,0,-6.28413281,0
1699809383.89455,,1699809383.89409,24.207565058,0,-6.28413281,0
1699809383.89473,,,,,,
1699809383.89634,,1699809383.89611,24.207565058,0,-6.28413281,0
1699809383.89656,,,,,,
1699809383.89834,,,,,,
1699809383.89879,,1699809383.89811,24.207565058,0,-6.28413281,0
1699809383.9006,,1699809383.90011,24.207565058,0,-6.28413281,0
1699809383.90063,,,,,,
1699809383.90235,,1699809383.90211,24.207565058,0,-6.28413281,0
1699809383.90238,,,,,,
1699809383.90426,,,,,,
1699809383.90478,,1699809383.90411,24.207565058,0,-6.28413281,0
1699809383.90656,,1699809383.90611,24.207565058,0,-6.28413281,0
1699809383.90659,,,,,,
1699809383.9084,,1699809383.90811,24.207565058,0,-6.28413281,0
1699809383.90843,,,,,,
1699809383.91032,,,,,,
1699809383.91078,,1699809383.91011,24.207565058,0,-6.28413281,0
1699809383.91261,,,,,,
1699809383.91263,,1699809383.91211,24.207565058,0,-6.28413281,0
1699809383.9144,,1699809383.91417,24.207565058,0,-6.28413281,0
1699809383.91443,,,,,,
1699809383.91623,,1699809383.91611,24.207565058,0,-6.28413281,0
1699809383.91626,,,,,,
1699809383.91873,,1699809383.91811,24.207565058,0,-6.28413281,0
1699809383.91878,,,,,,
1699809383.92067,,1699809383.92009,24.207565058,0,-6.28413281,0
1699809383.92074,,,,,,
1699809383.92238,,1699809383.92211,24.207565058,0,-6.28413281,0
1699809383.92258,,,,,,
1699809383.92443,,,,,,
1699809383.92479,,1699809383.92411,24.207565058,0,-6.28413281,0
1699809383.92629,,,,,,
1699809383.92663,,1699809383.92605,24.207565058,0,-6.28413281,0
1699809383.92842,,1699809383.92811,24.207565058,0,-6.28413281,0
1699809383.92874,,,,,,
1699809383.93026,,1699809383.93011,24.207565058,0,-6.28413281,0
1699809383.93046,,,,,,
1699809383.93232,,,,,,
1699809383.93271,,1699809383.93211,24.207565058,0,-6.28413281,0
1699809383.93288,,,,,,
1699809383.93447,,1699809383.93411,24.207565058,0,-6.28413281,0
1699809383.93473,,,,,,
1699809383.9363,,1699809383.93611,24.207565058,0,-6.28413281,0
1699809383.93658,,,,,,
1699809383.93832,,,,,,
1699809383.93872,,1699809383.93811,24.207565058,0,-6.28413281,0
1699809383.94055,,1699809383.94011,24.207565058,0,-6.28413281,0
1699809383.94069,,,,,,
1699809383.94228,,1699809383.94211,24.207565058,0,-6.28413281,0
1699809383.94246,,,,,,
1699809383.94429,,,,,,
1699809383.94468,,1699809383.94412,24.207565058,0,-6.28413281,0
1699809383.94647,,1699809383.94611,24.207565058,0,-6.28413281,0
1699809383.94676,,,,,,
1699809383.94831,,1699809383.94811,24.207565058,0,-6.28413281,0
1699809383.94859,,,,,,
1699809383.95036,,,,,,
1699809383.95073,,1699809383.95011,24.207565058,0,-6.28413281,0
1699809383.95257,,1699809383.95211,24.207565058,0,-6.28413281,0
1699809383.95279,,,,,,
1699809383.95432,,1699809383.95411,24.207565058,0,-6.28413281,0
1699809383.9546,,,,,,
1699809383.95643,,,,,,
1699809383.95676,,1699809383.95611,24.207565058,0,-6.28413281,0
1699809383.95826,,,,,,
1699809383.95852,,1699809383.95811,24.207565058,0,-6.28413281,0
1699809383.96035,,1699809383.96011,24.207565058,0,-6.28413281,0
1699809383.96071,,,,,,
1699809383.96252,,,,,,
1699809383.96274,,1699809383.96211,24.207565058,0,-6.28413281,0
1699809383.96436,,,,,,
1699809383.96454,,1699809383.96411,24.207565058,0,-6.28413281,0
1699809383.96632,,1699809383.96608,24.207565058,0,-6.28413281,0
1699809383.96674,,,,,,
1699809383.9686,,,,,,
1699809383.96878,,1699809383.96808,24.207565058,0,-6.28413281,0
1699809383.97036,,,,,,
1699809383.9706,,1699809383.97018,24.207565058,0,-6.28413281,0
1699809383.97244,,1699809383.97208,24.207565058,0,-6.28413281,0
1699809383.97269,,,,,,
1699809383.97447,,,,,,
1699809383.97482,,1699809383.97417,24.207565058,0,-6.28413281,0
1699809383.97625,,,,,,
1699809383.97657,,1699809383.97609,24.207565058,0,-6.28413281,0
1699809383.97834,,1699809383.97808,24.207565058,0,-6.28413281,0
1699809383.9786,,,,,,
1699809383.98043,,,,,,
1699809383.98059,,1699809383.98008,24.207565058,0,-6.28413281,0
1699809383.98238,,1699809383.98217,24.207565058,0,-6.28413281,0
1699809383.9825,,,,,,
1699809383.98281,,,,,,
1699809383.98463,,,,,,
1699809383.98469,,1699809383.98409,24.207565058,0,-6.28413281,0
1699809383.9864,,,,,,
1699809383.98643,,1699809383.98608,24.207565058,0,-6.28413281,0
1699809383.98818,,1699809383.98808,24.207565058,0,-6.28413281,0
1699809383.98821,,,,,,
1699809383.99058,,,,,,
1699809383.9906,,1699809383.99017,24.207565058,0,-6.28413281,0
1699809383.99237,,,,,,
1699809383.99284,,1699809383.99217,24.207565058,0,-6.28413281,0
1699809383.99422,,,,,,
1699809383.99453,,1699809383.99408,24.207565058,0,-6.28413281,0
1699809383.99668,,,,,,
1699809383.99681,,1699809383.99617,24.207565058,0,-6.28413281,0
1699809383.99845,,,,,,
1699809383.99847,,1699809383.99808,24.207565058,0,-6.28413281,0
1699809384.00031,,,,,,
1699809384.00073,,1699809384.00008,24.207565058,0,-6.28413281,0
1699809384.00242,,1699809384.00208,24.207565058,0,-6.28413281,0
1699809384.00267,,,,,,
1699809384.0045,,,,,,
1699809384.00465,,1699809384.00408,24.207565058,0,-6.28413281,0
1699809384.00625,,,,,,
1699809384.00645,,1699809384.00608,24.207565058,0,-6.28413281,0
1699809384.00868,,,,,,
1699809384.00896,,1699809384.00817,24.207565058,0,-6.28413281,0
1699809384.0105,,,,,,
1699809384.01065,,1699809384.01017,24.207565058,0,-6.28413281,0
1699809384.01237,,1699809384.01218,24.207565058,0,-6.28413281,0
1699809384.01278,,,,,,
1699809384.01458,,,,,,
1699809384.01461,,1699809384.01413,24.207565058,0,-6.28413281,0
1699809384.01635,,1699809384.0161,24.207565058,0,-6.28413281,0
1699809384.01638,,,,,,
1699809384.01829,,,,,,
1699809384.01864,,1699809384.0181,24.207565058,0,-6.28413281,0
1699809384.0204,,1699809384.02012,24.207565058,0,-6.28413281,0
1699809384.02061,,,,,,
1699809384.02235,,,,,,
1699809384.02264,,1699809384.02209,24.207565058,0,-6.28413281,0
1699809384.02434,,1699809384.0241,24.207565058,0,-6.28413281,0
1699809384.02461,,,,,,
1699809384.02634,,,,,,
1699809384.02659,,1699809384.02609,24.207565058,0,-6.28413281,0
1699809384.02828,,1699809384.0281,24.207565058,0,-6.28413281,0
1699809384.02858,,,,,,
1699809384.0303,,,,,,
1699809384.03058,,1699809384.03018,24.207565058,0,-6.28413281,0
1699809384.03222,,1699809384.03213,24.207565058,0,-6.28413281,0
1699809384.03256,,,,,,
1699809384.03428,,,,,,
1699809384.03448,,1699809384.03414,24.207565058,0,-6.28413281,0
1699809384.03462,,,,,,
1699809384.03653,,,,,,
1699809384.03672,,1699809384.03618,24.207565058,0,-6.28413281,0
1699809384.03847,,1699809384.03817,24.207565058,0,-6.28413281,0
1699809384.03856,,,,,,
1699809384.04029,,,,,,
1699809384.04069,,1699809384.04008,24.207565058,0,-6.28413281,0
1699809384.04243,,1699809384.04209,24.207565058,0,-6.28413281,0
1699809384.04252,,,,,,
1699809384.04468,,1699809384.04417,24.207565058,0,-6.28413281,0
1699809384.04476,,,,,,
1699809384.04636,,1699809384.04613,24.207565058,0,-6.28413281,0
1699809384.04649,,,,,,
1699809384.04821,,,,,,
1699809384.04865,,1699809384.04808,24.207565058,0,-6.28413281,0
1699809384.05043,,1699809384.05021,24.207565058,0,-6.28413281,0
1699809384.05049,,,,,,
1699809384.05226,,,,,,
1699809384.05267,,1699809384.05208,24.207565058,0,-6.28413281,0
1699809384.05443,,1699809384.05409,24.207565058,0,-6.28413281,0
1699809384.05458,,,,,,
1699809384.05672,,1699809384.05618,24.207565058,0,-6.28413281,0
1699809384.05685,,,,,,
1699809384.0584,,1699809384.05812,24.207565058,0,-6.28413281,0
1699809384.05857,,,,,,
1699809384.06042,,,,,,
1699809384.06063,,1699809384.06013,24.207565058,0,-6.28413281,0
1699809384.06238,,1699809384.06208,24.207565058,0,-6.28413281,0
1699809384.06243,,,,,,
1699809384.06505,,,,,,
1699809384.06507,,1699809384.06429,24.207565058,0,-6.28413281,0
1699809384.06628,,,,,,
1699809384.06631,,1699809384.06614,24.207565058,0,-6.28413281,0
1699809384.06879,,,,,,
1699809384.06881,,1699809384.06832,24.207565058,0,-6.28413281,0
1699809384.07052,,,,,,
1699809384.07055,,1699809384.07035,24.207565058,0,-6.28413281,0
1699809384.07221,,,,,,
1699809384.07245,,1699809384.07208,24.207565058,0,-6.28413281,0
1699809384.07454,,,,,,
1699809384.07486,,1699809384.07435,24.207565058,0,-6.28413281,0
1699809384.07655,,1699809384.07624,24.207565058,0,-6.28413281,0
1699809384.07683,,,,,,
1699809384.07828,,1699809384.07811,24.207565058,0,-6.28413281,0
1699809384.07861,,,,,,
1699809384.08044,,,,,,
1699809384.08072,,1699809384.08018,24.207565058,0,-6.28413281,0
1699809384.08234,,,,,,
1699809384.08254,,1699809384.08221,24.207565058,0,-6.28413281,0
1699809384.08437,,1699809384.08409,24.207565058,0,-6.28413281,0
1699809384.08479,,,,,,
1699809384.08661,,,,,,
1699809384.0868,,1699809384.08621,24.207565058,0,-6.28413281,0
1699809384.08695,,,,,,
1699809384.08845,,,,,,
1699809384.08856,,1699809384.08809,24.207565058,0,-6.28413281,0
1699809384.09021,,,,,,
1699809384.09033,,1699809384.09012,24.207565058,0,-6.28413281,0
1699809384.09263,,,,,,
1699809384.09281,,1699809384.09217,24.207565058,0,-6.28413281,0
1699809384.09438,,,,,,
1699809384.0946,,1699809384.09414,24.207565058,0,-6.28413281,0
1699809384.09638,,1699809384.09613,24.207565058,0,-6.28413281,0
1699809384.09656,,,,,,
1699809384.09842,,,,,,
1699809384.09871,,1699809384.09809,24.207565058,0,-6.28413281,0
1699809384.10029,,,,,,
1699809384.10055,,1699809384.1001,24.207565058,0,-6.28413281,0
1699809384.10238,,1699809384.10223,24.207565058,0,-6.28413281,0
1699809384.10271,,,,,,
1699809384.10459,,,,,,
1699809384.10478,,1699809384.10417,24.207565058,0,-6.28413281,0
1699809384.10629,,,,,,
1699809384.10663,,1699809384.10609,24.207565058,0,-6.28413281,0
1699809384.10845,,1699809384.10817,24.207565058,0,-6.28413281,0
1699809384.10866,,,,,,
1699809384.1103,,1699809384.11009,24.207565058,0,-6.28413281,0
1699809384.11044,,,,,,
1699809384.1128,,1699809384.11221,24.207565058,0,-6.28413281,0
1699809384.11291,,,,,,
1699809384.11471,,,,,,
1699809384.11472,,1699809384.11422,24.207565058,0,-6.28413281,0
1699809384.11649,,,,,,
1699809384.11651,,1699809384.11617,24.207565058,0,-6.28413281,0
1699809384.11835,,,,,,
1699809384.11837,,1699809384.11821,24.207565058,0,-6.28413281,0
1699809384.12084,,1699809384.12017,24.207565058,0,-6.28413281,0
1699809384.12087,,,,,,
1699809384.12265,,1699809384.12212,24.207565058,0,-6.28413281,0
1699809384.12268,,,,,,
1699809384.12449,,,,,,
1699809384.1245,,1699809384.12417,24.207565058,0,-6.28413281,0
1699809384.12625,,,,,,
1699809384.12628,,1699809384.12611,24.207565058,0,-6.28413281,0
1699809384.12854,,,,,,
1699809384.12877,,1699809384.12814,24.207565058,0,-6.28413281,0
1699809384.13025,,,,,,
1699809384.13057,,1699809384.13012,24.207565058,0,-6.28413281,0
1699809384.13244,,1699809384.13217,24.207565058,0,-6.28413281,0
1699809384.13247,,,,,,
1699809384.13422,,,,,,
1699809384.13427,,1699809384.13408,24.207565058,0,-6.28413281,0
1699809384.13665,,,,,,
1699809384.1367,,1699809384.13616,24.207565058,0,-6.28413281,0
1699809384.13844,,,,,,
1699809384.13858,,1699809384.13823,24.207565058,0,-6.28413281,0
1699809384.13872,,,,,,
1699809384.14027,,,,,,
1699809384.14041,,1699809384.14008,24.207565058,0,-6.28413281,0
1699809384.14224,,1699809384.14208,24.207565058,0,-6.28413281,0
1699809384.14271,,,,,,
1699809384.14454,,,,,,
1699809384.14469,,1699809384.14408,24.207565058,0,-6.28413281,0
1699809384.14632,,,,,,
1699809384.14648,,1699809384.14613,24.207565058,0,-6.28413281,0
1699809384.1483,,1699809384.14817,24.207565058,0,-6.28413281,0
1699809384.14879,,,,,,
1699809384.15058,,,,,,
1699809384.15073,,1699809384.15024,24.207565058,0,-6.28413281,0
1699809384.15244,,,,,,
1699809384.15256,,1699809384.15217,24.207565058,0,-6.28413281,0
1699809384.1543,,,,,,
1699809384.15432,,1699809384.15408,24.207565058,0,-6.28413281,0
1699809384.15671,,,,,,
1699809384.15683,,1699809384.15619,24.207565058,0,-6.28413281,0
1699809384.15842,,,,,,
1699809384.15863,,1699809384.1582,24.207565058,0,-6.28413281,0
1699809384.16046,,1699809384.16017,24.207565058,0,-6.28413281,0
1699809384.1607,,,,,,
1699809384.16257,,,,,,
1699809384.16291,,1699809384.16222,24.207565058,0,-6.28413281,0
1699809384.16429,,,,,,
1699809384.16474,,1699809384.16408,24.207565058,0,-6.28413281,0
1699809384.16663,,1699809384.16621,24.207565058,0,-6.28413281,0
1699809384.16667,,,,,,
1699809384.16846,,1699809384.16809,24.207565058,0,-6.28413281,0
1699809384.1685,,,,,,
1699809384.17026,,1699809384.17013,24.207565058,0,-6.28413281,0
1699809384.17029,,,,,,
1699809384.17381,,,,,,
1699809384.17383,,1699809384.17312,24.207565058,0,-6.28413281,0
1699809384.17568,,,,,,
1699809384.17569,,1699809384.17495,24.207565058,0,-6.28413281,0
1699809384.17692,,1699809384.17675,24.207565058,0,-6.28413281,0
1699809384.17741,,,,,,
1699809384.1791,,,,,,
1699809384.17933,,1699809384.17862,24.207565058,0,-6.28413281,0
1699809384.18052,,1699809384.18033,24.207565058,0,-6.28413281,0
1699809384.18081,,,,,,
1699809384.1826,,,,,,
1699809384.18289,,1699809384.18234,24.207565058,0,-6.28413281,0
1699809384.18488,,1699809384.18435,24.207565058,0,-6.28413281,0
1699809384.18504,,,,,,
1699809384.1868,,1699809384.18634,24.207565058,0,-6.28413281,0
1699809384.18683,,,,,,
1699809384.18857,,1699809384.18816,24.207565058,0,-6.28413281,0
1699809384.18865,,,,,,
1699809384.19038,,1699809384.19015,24.207565058,0,-6.28413281,0
1699809384.19041,,,,,,
1699809384.19045,,,,,,
1699809384.19228,,,,,,
1699809384.19275,,1699809384.19216,24.207565058,0,-6.28413281,0
1699809384.19464,,,,,,
1699809384.19466,,1699809384.19408,24.207565058,0,-6.28413281,0
1699809384.19638,,,,,,
1699809384.1965,,1699809384.19617,24.207565058,0,-6.28413281,0
1699809384.19822,,,,,,
1699809384.19824,,1699809384.19815,24.207565058,0,-6.28413281,0
1699809384.20065,,,,,,
1699809384.20067,,1699809384.20017,24.207565058,0,-6.28413281,0
1699809384.20257,,,,,,
1699809384.2026,,1699809384.20217,24.207565058,0,-6.28413281,0
1699809384.2044,,,,,,
1699809384.20443,,1699809384.2042,24.207565058,0,-6.28413281,0
1699809384.20629,,1699809384.20618,24.207565058,0,-6.28413281,0
1699809384.20681,,,,,,
1699809384.20871,,,,,,
1699809384.20873,,1699809384.20816,24.207565058,0,-6.28413281,0
1699809384.21052,,,,,,
1699809384.21055,,1699809384.2102,24.207565058,0,-6.28413281,0
1699809384.21248,,1699809384.2122,24.207565058,0,-6.28413281,0
1699809384.21275,,,,,,
1699809384.21446,,,,,,
1699809384.21483,,1699809384.21418,24.207565058,0,-6.28413281,0
1699809384.2163,,,,,,
1699809384.21653,,1699809384.21616,24.207565058,0,-6.28413281,0
1699809384.21874,,,,,,
1699809384.21876,,1699809384.21817,24.207565058,0,-6.28413281,0
1699809384.22047,,1699809384.2202,24.207565058,0,-6.28413281,0
1699809384.22051,,,,,,
1699809384.22313,,,,,,
1699809384.22315,,1699809384.22262,24.207565058,0,-6.28413281,0
1699809384.22473,,1699809384.22449,24.207565058,0,-6.28413281,0
1699809384.22483,,,,,,
1699809384.22644,,1699809384.22624,24.207565058,0,-6.28413281,0
1699809384.22662,,,,,,
1699809384.2285,,,,,,
1699809384.22869,,1699809384.22816,24.207565058,0,-6.28413281,0
1699809384.23028,,,,,,
1699809384.23032,,1699809384.23018,24.207565058,0,-6.28413281,0
1699809384.23264,,1699809384.23216,24.207565058,0,-6.28413281,0
1699809384.23268,,,,,,
1699809384.23434,,1699809384.23415,24.207565058,0,-6.28413281,0
1699809384.23446,,,,,,
1699809384.2363,,,,,,
1699809384.23659,,1699809384.23617,24.207565058,0,-6.28413281,0
1699809384.23816,,,,,,
1699809384.23828,,1699809384.23806,24.207565058,0,-6.28413281,0
1699809384.24056,,1699809384.24017,24.207565058,0,-6.28413281,0
1699809384.2406,,,,,,
1699809384.24064,,,,,,
1699809384.2424,,,,,,
1699809384.24282,,1699809384.24216,24.207565058,0,-6.28413281,0
1699809384.24447,,1699809384.24416,24.207565058,0,-6.28413281,0
1699809384.24475,,,,,,
1699809384.24646,,,,,,
1699809384.24683,,1699809384.24616,24.207565058,0,-6.28413281,0
1699809384.24851,,1699809384.24821,24.207565058,0,-6.28413281,0
1699809384.24884,,,,,,
1699809384.25067,,,,,,
1699809384.2507,,1699809384.25008,24.207565058,0,-6.28413281,0
1699809384.25245,,1699809384.25218,24.207565058,0,-6.28413281,0
1699809384.25256,,,,,,
1699809384.25435,,,,,,
1699809384.2547,,1699809384.25416,24.207565058,0,-6.28413281,0
1699809384.25613,,,,,,
1699809384.25642,,1699809384.25606,24.207565058,0,-6.28413281,0
1699809384.25856,,,,,,
1699809384.25864,,1699809384.2582,24.207565058,0,-6.28413281,0
1699809384.26036,,1699809384.26019,24.207565058,0,-6.28413281,0
1699809384.26041,,,,,,
1699809384.26234,,,,,,
1699809384.26266,,1699809384.26221,24.207565058,0,-6.28413281,0
1699809384.26435,,1699809384.26417,24.207565058,0,-6.28413281,0
1699809384.26469,,,,,,
1699809384.26651,,,,,,
1699809384.26654,,1699809384.26617,24.207565058,0,-6.28413281,0
1699809384.2683,,,,,,
1699809384.26883,,1699809384.26816,24.207565058,0,-6.28413281,0
1699809384.27052,,1699809384.27017,24.207565058,0,-6.28413281,0
1699809384.27069,,,,,,
1699809384.27251,,,,,,
