__time,/effort_control/data.0,/effort_control/layout/data_offset,/joint_states/header/stamp,/joint_states/joint0/effort,/joint_states/joint0/position,/joint_states/joint0/velocity,/joint_states/joint1/effort,/joint_states/joint1/position,/joint_states/joint1/velocity
1707741386.557774,,,1707741386.557132244,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.559474,,,1707741386.559162140,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.561681,,,1707741386.561243534,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.563368,,,1707741386.563244104,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.565660,,,1707741386.565179586,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.567318,,,1707741386.567120314,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.569591,,,1707741386.569278955,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.571838,,,1707741386.571250439,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.573462,,,1707741386.573278666,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.575688,,,1707741386.575246334,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.577399,,,1707741386.577132463,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.579685,,,1707741386.579260349,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.581386,,,1707741386.581130028,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.583698,,,1707741386.583380222,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.585343,,,1707741386.585137606,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.587592,,,1707741386.587117910,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.589861,,,1707741386.589242935,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.591555,,,1707741386.591133595,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.593784,,,1707741386.593125582,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.595496,,,1707741386.595133543,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.597772,,,1707741386.597261906,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.599458,,,1707741386.599133253,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.601703,,,1707741386.601130247,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.603399,,,1707741386.603124380,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.605663,,,1707741386.605253220,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.607347,,,1707741386.607137442,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.609603,,,1707741386.609131336,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.611864,,,1707741386.611245155,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.613551,,,1707741386.613256454,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.615782,,,1707741386.615134954,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.617470,,,1707741386.617134571,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.619709,,,1707741386.619251966,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.621398,,,1707741386.621135473,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.623696,,,1707741386.623123646,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.625349,,,1707741386.625141382,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.627625,,,1707741386.627253056,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.629318,,,1707741386.629141569,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.631573,,,1707741386.631133080,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.633817,,,1707741386.633257866,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.635534,,,1707741386.635131598,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.637760,,,1707741386.637133837,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.639417,,,1707741386.639162779,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.641742,,,1707741386.641243935,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.643987,,,1707741386.643385410,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.645638,,,1707741386.645123243,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
1707741386.647881,,,1707741386.647248030,0.000000000,104.441848934,0.000000000,0.000000000,0.069748751,0.000000000
