__time,/effort_control/data.0,/effort_control/layout/data_offset,/joint_states_sim/header/stamp,/joint_states_sim/joint0/position,/joint_states_sim/joint0/velocity,/joint_states_sim/joint1/position,/joint_states_sim/joint1/velocity,/parameter_events/new_parameters.0/value/bool_value,/parameter_events/new_parameters.0/value/double_value,/parameter_events/new_parameters.0/value/integer_value,/parameter_events/new_parameters.0/value/type,/parameter_events/stamp/nanosec,/parameter_events/stamp/sec,/tf/arm1/arm2/header/stamp,/tf/arm1/arm2/rotation/w,/tf/arm1/arm2/rotation/x,/tf/arm1/arm2/rotation/y,/tf/arm1/arm2/rotation/z,/tf/arm1/arm2/translation/x,/tf/arm1/arm2/translation/y,/tf/arm1/arm2/translation/z,/tf/base_link/arm1/header/stamp,/tf/base_link/arm1/rotation/w,/tf/base_link/arm1/rotation/x,/tf/base_link/arm1/rotation/y,/tf/base_link/arm1/rotation/z,/tf/base_link/arm1/translation/x,/tf/base_link/arm1/translation/y,/tf/base_link/arm1/translation/z
1699471368.778913,,,19.016000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.780896,,,19.018000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.782907,,,19.020000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.784946,,,19.022000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.786945,,,19.024000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.788901,,,19.026000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.790950,,,19.028000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.792948,,,19.030000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.794909,,,19.032000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.796933,,,19.034000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.798946,,,19.036000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.800944,,,19.038000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.802946,,,19.040000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.804945,,,19.042000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.806948,,,19.044000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.808946,,,19.046000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.810946,,,19.048000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.812957,,,19.050000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.814950,,,19.052000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.815017,,,,,,,,,,,,,,19.052000000,-0.000000000,1.000000000,0.000000000,0.000000000,0.093525000,0.000000000,0.000000000,19.052000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.184000000
1699471368.817001,,,19.054000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.818954,,,19.056000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.820946,,,19.058000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.822934,,,19.060000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.824999,,,19.062000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.826990,,,19.064000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.828980,,,19.066000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.830967,,,19.068000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.832981,,,19.070000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.834967,,,19.072000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.836966,,,19.074000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.838954,,,19.076000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.840964,,,19.078000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.842968,,,19.080000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1699471368.844933,,,19.082000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,
